no,instruction,input,output,Reference,Manually review,Note
152,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,"Tôi có một sẹo mổ cũ ở tử cung, liệu tôi có thể chuyển dạ qua đường âm đạo không?","Trường hợp của bạn có thể được chỉ định để chuyển dạ qua đường âm đạo, bao gồm cả trường hợp có sẹo mổ cũ ở tử cung. Quá trình chuyển dạ sẽ được theo dõi trên biểu đồ chuyển dạ.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",Tất cả các trường hợp chuyển dạ có tiên lƣợng đẻ được đường âm đạo (kể cả trường hợp có sẹo mổ cũ ở tử cung hoặc ngôi mông đƣợc chỉ định cho đẻ đường âm đạo) đều được theo dõi chuyển dạ trên biểu đồ.,Câu trả lời không rõ ràng
153,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Khi nào tôi nên bắt đầu ghi biểu đồ chuyển dạ?,"Bạn nên bắt đầu ghi biểu đồ chuyển dạ khi cổ tử cung mở dưới 3 cm. Ghi lại diễn biến cuộc chuyển dạ vào phiếu theo dõi trong bệnh án sản khoa. Khi cổ tử cung mở từ 3-4 cm trở lên, bạn bắt đầu ghi vào biểu đồ chuyển dạ.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Bạn nên bắt đầu theo dõi và ghi lại biểu đồ chuyển dạ từ khi cổ tử cung mở dưới 3cm. Tất cả các thông tin quan trọng như tần suất cơn co, cường độ cơn co, tình trạng của mẹ và bé sẽ được ghi vào phiếu theo dõi trong bệnh án sản khoa. Khi cổ tử cung mở từ 3-4 cm trở lên, bạn bắt đầu ghi vào biểu đồ chuyển dạ. Những thông tin này sẽ giúp bác sĩ theo dõi sát sao quá trình sinh nở và đưa ra những quyết định cần thiết.",
154,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Cần ghi những thông tin gì về tiến độ chuyển dạ lên biểu đồ?,"Bạn cần ghi thông tin về độ mở cổ tử cung, độ xuống và lọt của ngôi thai, cũng như các cơn co tử cung lên biểu đồ chuyển dạ.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Để đảm bảo quá trình chuyển dạ diễn ra an toàn và hiệu quả, cần theo dõi và ghi lại các thông số chuyển dạ như độ mở cổ tử cung, độ lọt của ngôi thai và các cơn co tử cung vào biểu đồ",
155,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Những thông tin về tình trạng của thai cần được ghi trên biểu đồ chuyển dạ là gì?,"Bạn cần ghi thông tin về nhịp tim thai (đếm trong 1 phút), màu sắc và số lượng nước ối, cũng như sự chồng khớp (uốn khuôn) của đầu thai nhi lên biểu đồ chuyển dạ.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Để theo dõi tình hình chuyển dạ, mẹ cần ghi lại nhịp tim của bé (đếm số lần tim bé đập trong 1 phút), quan sát màu sắc của nước ối (có thể trong, vàng hoặc lẫn máu) và lượng nước ối (nhiều, vừa hay ít). Ngoài ra, mẹ cũng cần đánh dấu vị trí đầu bé đã vào khung xương chậu trên biểu đồ này để theo dõi sự tiến triển của quá trình sinh.",
156,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Những thông tin về tình trạng của sản phụ cần được ghi trên biểu đồ chuyển dạ là gì?,"Bạn cần ghi thông tin về mạch, huyết áp, nhiệt độ, protein trong nước tiểu, các thuốc đã sử dụng và lượng dịch đã được bổ sung cho mẹ lên biểu đồ chuyển dạ.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
157,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Làm thế nào để ghi các ký hiệu trên biểu đồ chuyển dạ?,"Để ghi các ký hiệu trên biểu đồ chuyển dạ, bạn có thể sử dụng ký hiệu ""X"" để ghi độ mở cổ tử cung và nối các điểm ghi bằng một đường liền vạch. Ký hiệu ""O"" được sử dụng để ghi độ lọt của ngôi thai và nối các điểm với nhau bằng đường chấm. Các ký hiệu khác như nhịp tim thai, mạch, huyết áp và các tình trạng khác được ghi theo hướng dẫn trên biểu đồ.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Khi ghi thông tin trên biểu đồ chuyển dạ, bạn có thể sử dụng các ký hiệu sau:
- Ký hiệu ""X"" để đánh dấu độ mở cổ tử cung và nối các điểm lại bằng một đường liền.
- Ký hiệu ""O"" để đánh dấu độ lọt của ngôi thai và nối các điểm lại bằng đường chấm.
- Các thông tin khác như nhịp tim thai, mạch, huyết áp và các tình trạng khác được ghi lại theo hướng dẫn cụ thể trên biểu đồ.",
158,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,"Khi cổ tử cung mở từ 3-10 cm và hoàn toàn xóa, đây được coi là pha nào?","Khi cổ tử cung mở từ 3-10 cm và hoàn toàn xóa, đó được coi là pha tích cực của quá trình chuyển dạ.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
159,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,"Nếu cổ tử cung mở dưới 3 cm và chưa xóa hết, đây là pha nào?","Nếu cổ tử cung mở dưới 3 cm và chưa xóa hết, đó được coi là phần mở đầu của quá trình chuyển dạ, còn gọi là pha mở cổ tử cung.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Nếu cổ tử cung mở dưới 3 cm và chưa xóa hết, đó được coi là phần mở đầu của quá trình chuyển dạ, còn gọi là pha tiềm tàng",Trả lời sai thông tin 
160,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,"Khi cổ tử cung mở hết 10 cm, đây là pha nào trong quá trình chuyển dạ?","Khi cổ tử cung mở hết 10 cm, đó là pha mở cổ tử cung hoàn toàn. Đây là pha cuối cùng và chuẩn bị cho giai đoạn đẩy đầu thai ra khỏi tử cung.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
161,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Có những trường hợp nào không được ghi trên biểu đồ chuyển dạ?,"Các trường hợp sau không được ghi trên biểu đồ chuyển dạ: phẫu thuật lấy thai chủ động, trường hợp cấp cứu sản khoa cần xử trí ngay, trường hợp đến cơ sở y tế cổ tử cung đã mở hết và tiến hành đẻ trong ít phút.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
162,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Khi nào tôi nên kết thúc cuộc chuyển dạ ngay lập tức?,"Cuộc chuyển dạ nên được kết thúc ngay lập tức trong những trường hợp cấp cứu sản khoa gặp phải, bao gồm dọa vỡ tử cung, chảy máu, thai suy cấp và các tình huống bệnh lý nguy hiểm đối với mẹ hoặc thai.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
163,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Làm sao để ghi đúng giờ và phút trên biểu đồ chuyển dạ?,"Để ghi đúng giờ và phút trên biểu đồ chuyển dạ, bạn cần ghi thời điểm bắt đầu ghi trên phần thủ tục của biểu đồ theo giờ và phút trong ngày. Tuy nhiên, khi theo dõi trên biểu đồ, giờ đầu tiên theo dõi được làm ""tròn số"" để thuận tiện cho việc ghi nhận và theo dõi.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Để ghi chính xác giờ và phút trên biểu đồ chuyển dạ, bạn cần ghi thời điểm bắt đầu ghi theo giờ và phút trong ngày vào phần thủ tục của biểu đồ.
Tuy nhiên, khi theo dõi trên biểu đồ, giờ đầu tiên theo dõi được làm tròn số để thuận tiện cho việc ghi nhận và theo dõi.",Thiếu thông tin
164,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi muốn biết đỡ đẻ thường ngôi chỏm là gì?,"Đỡ đẻ thường ngôi chỏm là một thủ thuật tác động vào thì sổ thai để giúp cuộc đẻ an toàn theo đường âm đạo, không cần can thiệp trừ trường hợp cắt tầng sinh môn.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
165,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Đỡ đẻ thường ngôi chỏm được chỉ định trong trường hợp nào?,"Đỡ đẻ thường ngôi chỏm được chỉ định cho thai ngôi chỏm, đầu đã lọt thấp và thập thò ở âm hộ, và đã chuẩn bị sổ.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
166,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Có những trường hợp nào không thể thực hiện đỡ đẻ thường ngôi chỏm?,Đỡ đẻ thường ngôi chỏm không thể thực hiện trong trường hợp thai không có khả năng đẻ theo đường dưới và khi ngôi chỏm chưa lọt.,"Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
167,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Cần chuẩn bị những phương tiện gì trước khi thực hiện đỡ đẻ thường ngôi chỏm?,"Trước khi thực hiện đỡ đẻ thường ngôi chỏm, cần chuẩn bị bộ dụng cụ đỡ đẻ và bộ khăn vô khuẩn, bộ dụng cụ cắt và khâu tầng sinh môn, các dụng cụ y tế khác như thuốc oxytocin, dụng cụ hút nhớt và hồi sức sơ sinh, và thông đái.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
168,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Sản phụ cần chuẩn bị những điều gì trước khi thực hiện đỡ đẻ thường ngôi chỏm?,"Trước khi thực hiện đỡ đẻ thường ngôi chỏm, sản phụ cần được động viên và hướng dẫn về cách thở, cách rặn, và thư giãn ngoài cơn rặn. Ngoài ra, sản phụ cần được hướng dẫn về đại tiện và tiểu tiện trước khi đẻ, rửa vùng sinh dục ngoài, sát khuẩn vùng sinh dục và bẹn, và được trải một khăn vô khuẩn lên bụng để đón bé.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Trước khi tiến hành đỡ đẻ thường, sản phụ cần được hướng dẫn và hỗ trợ về các bước quan trọng. Họ cần biết cách thở đúng, rặn hiệu quả, thư giãn và kiểm soát cơn rặn để giảm đau và mệt mỏi.
Họ cũng cần biết cách đại tiện và tiểu tiện an toàn trước khi đẻ, rửa và sát khuẩn vùng sinh dục và bẹn để ngăn ngừa nhiễm trùng. Cuối cùng, sẽ được trải một khăn vô khuẩn lên bụng để đón bé sau khi sinh",Thiếu thông tin
169,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Sản phụ nằm ở tư thế nào khi thực hiện đỡ đẻ thường ngôi chỏm?,"Sản phụ nằm ngửa trên bàn đẻ, nâng giường đẻ lên để có tư thế nửa nằm nửa ngồi, đầu cao, hai tay nắm vào hai thành bàn đẻ, hai đùi giang rộng, mông sát mép bàn, và hai cẳng chân gác trên hai cọc chống giữ chân.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Sản phụ nằm ngửa trên bàn đẻ, đầu gối cao hơn mông, lưng tựa vào thành bàn. Hai tay siết chặt thành bàn, hai chân dang rộng, bàn chân đặt vững trên hai cọc đỡ. Tư thế gác chân giúp mở rộng khung chậu, tạo điều kiện thuận lợi cho quá trình chuyển dạ. ",
170,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Người đỡ đẻ cần tuân thủ những nguyên tắc gì khi thực hiện đỡ đẻ thường ngôi chỏm?,"Người đỡ đẻ cần tuân trọng nguyên tắc vô khuẩn, kiên nhẫn chờ đợi, hướng dẫn sản phụ rặn khi cổ tử cung mở hết và có cơn co tử cung. Người đỡ đẻ không được nong cổ tử cung và âm đạo, và không được đẩy bụng sản phụ.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
171,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,"Thưa bác sĩ, tôi đang mang thai lần đầu và chuẩn bị sinh con tại nhà. Tôi cần chuẩn bị những gì để đảm bảo an toàn cho cả mẹ và con?","Đỡ đẻ tại nhà không được khuyến khích ở Việt Nam. Tuy nhiên, nếu bạn vẫn quyết định sinh tại nhà, hãy chuẩn bị nơi đẻ sạch sẽ, an toàn, có gói đỡ đẻ sạch hoặc túi đỡ đẻ lưu động của trạm y tế xã. Đảm bảo có đủ đồ dùng cần thiết như quần áo, tã lót cho sơ sinh, khăn sạch và nước để rửa tay.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Ở Việt Nam, việc sinh con tại nhà không được khuyến khích. Tuy nhiên, nếu bạn vẫn chọn đẻ tại nhà, hãy bảo đảm rằng nơi sinh nở phải sạch sẽ, an toàn và có sẵn gói đỡ đẻ sạch hoặc túi đỡ đẻ lưu động từ trạm y tế xã. Bạn cũng cần chuẩn bị đầy đủ các vật dụng cần thiết như quần áo, tã lót cho trẻ sơ sinh, khăn sạch và nước để rửa tay.",Thiếu thông tin
172,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi đang ở tuần thứ 39 của thai kỳ và thấy đau bụng dữ dội. Tôi không chắc mình có nên đi bệnh viện ngay không?,"Nếu bạn đang ở tuần thứ 39 của thai kỳ và thấy đau bụng dữ dội, hãy đến bệnh viện ngay lập tức. Đây có thể là dấu hiệu chuyển dạ và bạn cần được theo dõi và chăm sóc y tế.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
173,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi đã sinh con được 2 ngày và thấy đau rát khi đi tiểu. Tôi nên làm gì?,"Đau rát khi đi tiểu sau sinh là tình trạng phổ biến. Bạn có thể thử ngâm mình trong nước ấm hoặc sử dụng bình xịt vệ sinh để giảm đau. Nếu tình trạng đau kéo dài hoặc trở nên nghiêm trọng hơn, hãy đến gặp bác sĩ để kiểm tra.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
174,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi muốn cho con bú nhưng không biết cách. Bác sĩ có thể hướng dẫn tôi không?,"Cho con bú là một quá trình tự nhiên nhưng có thể cần một chút thời gian để bạn và bé thích nghi. Bác sĩ sẽ hướng dẫn bạn cách đặt bé đúng tư thế, ngậm núm vú đúng cách và cách kích thích sữa về.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
175,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi đang bị táo bón sau sinh. Tôi có thể làm gì để cải thiện tình trạng này?,"Táo bón sau sinh là tình trạng phổ biến. Bạn có thể thử ăn nhiều chất xơ, uống nhiều nước và đi bộ nhẹ nhàng để kích thích nhu động ruột. Nếu tình trạng táo bón kéo dài hoặc trở nên nghiêm trọng hơn, hãy đến gặp bác sĩ để được kê thuốc.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Táo bón sau khi sinh là vấn đề thường gặp. Bạn có thể thử tăng cường bổ sung chất xơ, uống đủ nước và thực hiện các bài đi bộ nhẹ nhàng để hỗ trợ hoạt động của ruột. Nếu tình trạng táo bón kéo dài hoặc trở nên nghiêm trọng, hãy thăm khám bác sĩ để được tư vấn và kê đơn thuốc.",Thiếu thông tin
176,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi đang bị mất sữa sau sinh. Tôi có thể làm gì để lấy lại sữa?,"Mất sữa sau sinh có thể do nhiều nguyên nhân. Bác sĩ sẽ kiểm tra để xác định nguyên nhân và đưa ra lời khuyên phù hợp. Bạn có thể thử cho con bú thường xuyên hơn, kích thích sữa về bằng cách vắt sữa hoặc sử dụng máy hút sữa.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
177,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi đang bị đau ngực sau sinh. Tôi nên làm gì?,"Đau ngực sau sinh thường do căng tức sữa. Bạn có thể thử cho con bú thường xuyên hơn, chườm ấm hoặc chườm lạnh lên ngực, và mặc áo ngực nâng đỡ tốt. Nếu tình trạng đau kéo dài hoặc trở nên nghiêm trọng hơn, hãy đến gặp bác sĩ để kiểm tra.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Sau khi sinh, nhiều mẹ thường bị đau ngực do sữa về nhiều. Để giảm đau, mẹ có thể cho bé bú thường xuyên, chườm khăn ấm hoặc lạnh lên ngực, và mặc áo ngực vừa vặn. Nếu đau vẫn không giảm hoặc ngày càng nặng hơn, mẹ nên đi khám bác sĩ để được tư vấn.",Thiếu thông tin
178,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi đang bị chảy máu sau sinh. Tôi có nên lo lắng không?,"Chảy máu sau sinh là tình trạng bình thường nhưng cần theo dõi. Bạn nên theo dõi lượng máu chảy và màu sắc của máu. Nếu máu chảy nhiều, có cục máu đông hoặc có mùi hôi, hãy đến gặp bác sĩ ngay lập tức.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
179,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi đang bị sốt sau sinh. Tôi có nên lo lắng không?,Sốt sau sinh có thể là dấu hiệu của nhiễm trùng. Bạn nên đến gặp bác sĩ ngay lập tức để được kiểm tra và điều trị kịp thời.,"Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
180,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi muốn tiêm phòng cho con nhưng không biết nên tiêm những loại nào và khi nào?,Trẻ sơ sinh cần được tiêm phòng một số loại vắc-xin để bảo vệ khỏi các bệnh nguy hiểm. Bác sĩ sẽ lập lịch tiêm chủng phù hợp cho con bạn dựa trên tuổi và tình trạng sức khỏe của bé.,"Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
181,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi muốn biết cách chăm sóc trẻ sơ sinh đúng cách. Bác sĩ có thể hướng dẫn tôi không?,"Chăm sóc trẻ sơ sinh là một quá trình phức tạp nhưng cũng rất thú vị. Bác sĩ sẽ hướng dẫn bạn cách tắm, cho ăn, thay tã và theo dõi sức khỏe của bé.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Chăm sóc trẻ sơ sinh là một quá trình phức tạp nhưng cũng rất thú vị. Dưới đây là một số những hướng dẫn chăm sóc trẻ sơ sinh cơ bản đúng cách: 
1. Giữ ấm: Đảm bảo nhiệt độ phòng từ 26°C-28°C; tiếp xúc da kề da với mẹ.
2. Cho bú mẹ: Bú hoàn toàn, ít nhất 8 lần/ngày.
3. Chăm sóc rốn: Giữ rốn khô, không băng kín, theo dõi dấu hiệu bất thường.
4. Chăm sóc mắt: Rửa tay sạch, lau mắt hàng ngày bằng khăn ẩm.
5. Vệ sinh: Lau rửa hàng ngày với nước ấm, thay đồ sạch.
6. Theo dõi sức khỏe: Kiểm tra dấu hiệu bất thường như bỏ bú, khó thở, chảy máu rốn, hoặc vàng da.
7. Lịch tiêm phòng: Đảm bảo tiêm vacxin ngay sau khi sinh.
8. Khuyến cáo: Không để trẻ nằm sấp, tránh khói thuốc và môi trường ô nhiễm.
Nếu cần thêm thông tin chi tiết, bạn hãy tham khảo bác sĩ nhé!",Câu trả lời không rõ ràng
182,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi đang gặp vấn đề về sức khỏe tâm thần sau sinh. Tôi nên làm gì?,Vấn đề sức khỏe tâm thần sau sinh là tình trạng phổ biến. Bạn nên đến gặp bác sĩ hoặc chuyên gia sức khỏe tâm thần để được chẩn đoán và điều trị kịp thời.,"Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
183,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,"Tôi không hiểu ý nghĩa của thủ thuật ""Đỡ đẻ thường ngôi chỏm"". Bạn có thể giải thích cho tôi được không?","Thủ thuật ""Đỡ đẻ thường ngôi chỏm"" được thực hiện để giúp cuộc đẻ an toàn theo đường âm đạo mà không cần can thiệp, trừ trường hợp cắt tầng sinh môn.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
184,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,"Khi nào thủ thuật ""Đỡ đẻ thường ngôi chỏm"" được chỉ định?","Thủ thuật này được chỉ định trong trường hợp thai ngôi chỏm, đầu đã lọt thấp ở âm hộ và chuẩn bị sổ.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
185,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,"Có những trường hợp nào không được thực hiện thủ thuật ""Đỡ đẻ thường ngôi chỏm""?",Thủ thuật này không được thực hiện trong trường hợp thai không có khả năng đẻ theo đường dưới hoặc khi ngôi chỏm chưa lọt.,"Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
186,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,"Cần chuẩn bị những phương tiện gì trước khi thực hiện thủ thuật ""Đỡ đẻ thường ngôi chỏm""?","Trước khi thực hiện thủ thuật, cần chuẩn bị bộ dụng cụ đỡ đẻ và bộ khăn vô khuẩn, bộ dụng cụ cắt và khâu tầng sinh môn, thuốc oxytocin, dụng cụ hút nhớt và hồi sức sơ sinh, và thông đái.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
187,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,"Sản phụ cần được chuẩn bị như thế nào trước khi thực hiện thủ thuật ""Đỡ đẻ thường ngôi chỏm""?","Trước khi thực hiện thủ thuật, sản phụ cần được động viên, hướng dẫn về cách thở, cách rặn và thư giãn, và có thể được hướng dẫn đi đại tiện hoặc thụt tháo phân. Ngoài ra, cần rửa vùng sinh dục ngoài bằng nước chín và sát khuẩn vùng sinh dục và bẹn, đùi.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Trước khi tiến hành thủ thuật, sản phụ cần được động viên và hướng dẫn về kỹ thuật thở, rặn và thư giãn. Ngoài ra, có thể hướng dẫn sản phụ đi đại tiện hoặc thụt tháo phân. Cần rửa sạch vùng sinh dục ngoài bằng nước chín và sát khuẩn vùng sinh dục, bẹn và đùi.",Thiếu thông tin
188,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,"Hãy mô tả tư thế của sản phụ khi thực hiện thủ thuật ""Đỡ đẻ thường ngôi chỏm"".","Sản phụ nằm ngửa trên bàn đẻ, nâng gối đẻ lên để có tư thế nửa nằm nửa ngồi, đầu cao, hai tay nắm vào hai thành bàn đẻ, hai đùi giang rộng, mông sát mép bàn, hai cẳng chân gác trên hai cọc chống giữ chân.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
189,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,"Thủ thuật ""Đỡ đẻ thường ngôi chỏm"" tuân thủ những nguyên tắc nào?","Người đỡ đẻ phải tuân thủ nguyên tắc vô khuẩn, tôn trọng quá trình đẻ của sản phụ, không can thiệp vào cổ tử cung và âm đạo, và theo dõi sự phát triển của thai, cơ tử cung và quá trình đẻ.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Người đỡ đẻ phải luôn giữ vệ sinh sạch sẽ, tôn trọng quá trình sinh nở tự nhiên của mẹ bầu. Họ không được can thiệp vào cổ tử cung và âm đạo của mẹ, mà chỉ theo dõi sát sao tình trạng của mẹ và bé để đảm bảo cả hai đều khỏe mạnh.",Thiếu thông tin
190,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,"Khi nào người đỡ đẻ nên bắt đầu thực hiện thủ thuật ""Đỡ đẻ thường ngôi chỏm""?","Người đỡ đẻ chỉ bắt đầu thực hiện thủ thuật khi cổ tử cung đã mở hết, đầu thai đã lọt thấp và sản phụ có cơn co tử cung.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
191,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Thời gian tối đa cho quá trình rặn đẻ là bao lâu?,"Thời gian tối đa cho quá trình rặn đẻ là 60 phút ở người con số và 30 phút ở người con rắn. Nếu vượt quá thời gian này, cần can thiệp bằng forceps hoặc giác kéo để lấy thai ra.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
192,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,"Có cần theo dõi các chỉ số khác trong quá trình thực hiện thủ thuật ""Đỡ đẻ thường ngôi chỏm"" không?","Trong quá trình thực hiện thủ thuật, cần theo dõi tim thai để đảm bảo sự an toàn của thai nhi.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Trong quá trình thực hiện thủ thuật, các chỉ số cần theo dõi bao gồm: Nhịp tim thai nhi, cơn co tử cung, huyết áp và nhịp tim của mẹ, tình trạng sức khoẻ tổng quát của mẹ ",Thiếu thông tin 
193,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,"Những biện pháp nào được thực hiện sau khi thủ thuật ""Đỡ đẻ thường ngôi chỏm"" hoàn tất?","Sau khi thủ thuật hoàn tất, cần thực hiện rửa vùng sinh dục ngoài bằng nước chín và sát khuẩn rộng vùng sinh dục và bẹn, đùi. Bé sẽ được đặt lên một khăn vô khuẩn trên bụng sản phụ.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Sau khi thủ thuật kết thúc, vùng sinh dục của sản phụ sẽ được rửa sạch và sát khuẩn bằng dung dịch sát khuẩn để phòng ngừa nhiễm khuẩn. Trẻ sơ sinh sẽ được đặt lên bụng mẹ để thực hiện phương pháp da tiếp da, giúp duy trì thân nhiệt ổn định và tạo điều kiện thuận lợi cho việc bú mẹ sớm.",Thiếu thông tin 
194,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,"Có những trường hợp nào cần can thiệp ngoại khoa sau khi thực hiện thủ thuật ""Đỡ đẻ thường ngôi chỏm""?",Trường hợp cần can thiệp ngoại khoa sau thủ thuật có thể là việc cắt tầng sinh môn.,"Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
